Site;Monument Description;Height of Monument (m);Monument Foundation;Foundation Depth (m);Geologic Characteristic;Sta;Lat(deg);Long(deg);Hgt(m);X(m);Y(m);Z(m);Dtbeg;Dtend;Dtmod;NumSol;StaOrigName
GVLT;STEEL MAST;:  ROOF;:;;;GVLT;34.8297;277.6291;248.959;695849.3194;-5195048.4157;3622517.996;2001-06-16;2011-06-19;2022-05-12;3034.0;
GVMS;STEEL MAST;30;Roof;1                  :;;GVMS;30.3144;269.0964;-16.564;-86907.6502;-5510048.2289;3200500.2217;2010-05-16;2022-09-24;2022-10-01;4386.0;
GVRS;Wyatt/Agnew drilled-braced;:;: Bedrock;;;GVRS;34.0474;241.8871;154.517;-2492911.0444;-4666279.7128;3550895.0391;2000-08-04;2022-09-24;2022-10-01;7928.0;
GVY2;:;:                      :;;;;GVY2;45.0007;266.6486;250.657;-264106.9791;-4509986.6425;4487580.6301;2005-12-01;2022-09-24;2022-10-01;4864.0;
GWN5;:;:                      :;;;;GWN5;45.7826;238.6724;732.541;-2316901.303;-3806506.9166;4548956.5539;1997-05-16;2019-09-03;2022-05-12;7758.0;
GWN6;:;:                      :;;;;GWN6;45.7826;238.6727;733.246;-2316881.2801;-3806520.1198;4548956.6933;1997-08-14;2019-09-03;2022-05-12;5516.0;
GZKA;SHALLOW BRACED NON-DRILLED;:;:;;;GZKA;33.2601;243.6227;153.16;-2371937.3853;-4782998.6536;3478202.2024;2022-01-31;2022-09-24;2022-10-01;235.0;
HAC5;:;:                      :;;;;HAC5;34.2806;272.1441;253.05;197386.0876;-5272308.4733;3572346.2885;2003-06-05;2016-08-04;2022-05-12;2850.0;
HAC6;:;:                      :;;;;HAC6;34.2808;272.1441;252.429;197385.9483;-5272292.6197;3572368.4346;2003-06-05;2016-08-04;2022-05-12;3799.0;
HADN;PERMANENT STATION UNSPECIFIED;:;:;;;HADN;44.6667;249.5315;2367.413;-1589485.3408;-4258414.4401;4462746.346;2008-06-24;2020-08-18;2022-05-12;1700.0;
HAG5;STEEL MAST;:  STEEL MAST;:;;;HAG5;39.5532;282.2858;121.152;1047885.9362;-4811756.5423;4039940.2324;2001-07-06;2016-08-04;2022-05-12;1674.0;
HAG6;STEEL MAST;:  STEEL MAST;:;;;HAG6;39.5535;282.2859;121.308;1047888.2259;-4811739.2906;4039960.2975;2001-07-06;2016-08-04;2022-05-12;4867.0;
HALF;BLDING MOUNT 2 STEEL PIPE W/SCIGN MOUNT;:   Halfway VFW STEEL FRAME BLDING;:;;;HALF;44.8724;242.9002;783.435;-2062769.4374;-4031034.4737;4477862.2794;2011-07-03;2022-09-24;2022-10-01;3578.0;
HAMG;SHALLOW FOUNDATION PILLAR;:  RBUT style-INVAR Rod;4 feet             :;;;HAMG;43.9628;247.8334;1528.981;-1735374.7128;-4259509.7407;4406174.9641;1999-01-14;2001-11-03;2022-05-12;697.0;
HAMM;STEEL MAST;:  ROOF;:;;;HAMM;30.5131;269.5324;5.804;-44885.075;-5499419.3645;3219506.3751;2001-02-13;2022-09-24;2022-10-01;7277.0;
HAMP;STEEL MAST;:  STEEL MAST;:;;;HAMP;42.3178;287.3604;41.183;1409359.0168;-4508175.7177;4271795.0191;2002-08-21;2022-09-24;2022-10-01;6789.0;
HAND;Steel Pin in Rock;:  UNKNOWN;:;;;HAND;38.9738;241.6517;1350.095;-2358101.9567;-4370646.3468;3990907.3981;2006-04-14;2022-02-10;2022-05-12;705.0;
HANN;Steel Pin in Rock;:  UNKNOWN;:;;;HANN;38.0978;243.1019;1902.334;-2274351.3756;-4483352.1218;3915163.6043;2006-09-26;2020-07-13;2022-05-12;378.0;
HAPY;Steel Pin in Rock;:  UNKNOWN;:;;;HAPY;36.0641;242.7953;400.19;-2359978.0485;-4591093.9274;3734183.4969;2005-08-04;2005-08-16;2022-05-12;11.0;
HAR7;SHALLOW FOUNDATION MAST;:;:;;;HAR7;35.0115;242.7008;590.37;-2398754.0162;-4647657.4118;3639254.3024;2015-06-19;2022-09-24;2022-10-01;2412.0;
HARQ;Steel Pin in Rock;:  UNKNOWN;:;;;HARQ;33.3472;246.7306;405.169;-2107119.5217;-4899886.9684;3486408.1215;2010-08-21;2019-01-12;2022-05-12;2471.0;
HARV;STEEL PILLAR on Oil Platform;:;:;;;HARV;34.4694;239.3179;14.917;-2686069.5675;-4527083.9497;3589502.4784;1994-01-01;2022-09-24;2022-10-01;7070.0;
HASZ;PILLAR;1.52;POURED CONCRETE CYLINDER;3.66;SANDY;HASZ;42.6095;274.7348;251.237;388087.258;-4685573.9622;4295841.4743;2005-04-01;2022-09-17;2022-09-26;6214.0;HAST
HAYW;STEEL MAST;:  STEEL MAST;:;;;HAYW;35.5265;277.075;808.069;640147.2967;-5157787.1152;3686031.3347;2002-10-02;2022-09-24;2022-10-01;6692.0;
HAZE;Steel Pin in Rock;:  UNKNOWN;:;;;HAZE;39.5868;240.952;1299.548;-2390356.1466;-4303813.7879;4043565.7529;2004-07-08;2022-07-28;2022-08-05;823.0;
HBCH;STEEL MAST;:  ROOF;:;;;HBCH;43.8463;277.3569;145.704;589981.4126;-4569502.0056;4395888.2702;2003-04-19;2022-09-24;2022-10-01;5469.0;
HBCO;Wyatt/Agnew drilled-braced;:;: Sediments;;;HBCO;33.7836;241.7142;-26.882;-2514646.3164;-4672980.7333;3526510.8854;2001-02-05;2022-09-24;2022-10-01;7425.0;
HBRK;:;:                      :;;;;HBRK;38.3046;262.7065;412.64;-636268.6532;-4971311.2316;3932291.5525;1995-06-23;2013-11-04;2022-05-12;6127.0;
HCC1;BUILDING WALL;:;:;;;HCC1;29.7879;264.4388;3.804;-536875.427;-5513904.1626;3149989.4622;2012-11-29;2022-09-24;2022-10-01;3575.0;
HCC2;BUILDING WALL;:;:;;;HCC2;29.7884;264.438;6.34;-536949.7484;-5513870.5806;3150040.3725;2013-02-19;2022-06-27;2022-07-17;2938.0;
HCES;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;HCES;36.3326;270.8282;77.923;74360.0362;-5143744.4335;3758032.7214;2000-08-17;2022-09-24;2022-10-01;7236.0;
HCEX;DEEP-DRILLED BRACED;:;:;;;HCEX;36.3327;270.8282;78.158;74359.2704;-5143737.1431;3758043.0434;2006-07-08;2022-09-24;2022-10-01;5446.0;
HCMN;SHALLOW DRILLED-BRACED;:;: Bedrock;;;HCMN;34.7548;243.5699;568.744;-2335222.8464;-4698082.3006;3615872.7895;1999-12-10;2022-09-24;2022-10-01;8145.0;
HCRO;SHALLOW FOUNDATION PILLAR;:  Concrete;0.5;Bedrock;;HCRO;40.8159;238.5301;1000.14;-2523975.9309;-4123615.6485;4147627.0488;2003-06-14;2022-09-24;2022-10-01;6130.0;
HDF5;:;:                      :;;;;HDF5;43.2708;286.4609;41.911;1318026.9501;-4460766.8128;4349486.5721;2000-11-17;2020-06-30;2022-05-12;6355.0;
HDF6;:;:                      :;;;;HDF6;43.2711;286.4609;42.701;1318024.0922;-4460748.8515;4349506.8821;2000-11-17;2020-06-30;2022-05-12;5666.0;
HDIL;DEEP-DRILLED BRACED;:;:;;;HDIL;40.5559;270.706;199.92;59797.6544;-4852585.8901;4125206.862;2006-08-23;2022-09-24;2022-10-01;4382.0;
HEAV;Steel Pin in Rock;:  UNKNOWN;:;;;HEAV;40.7828;239.2714;1675.315;-2471905.6764;-4158428.117;4145284.8292;2006-05-04;2021-10-29;2022-05-12;137.0;
HEBB;STEEL MAST;3.00;STRUCTURAL STEEL;0.00;GRAVEL/SAND;HEBB;44.3208;295.4394;66.298;1963364.2694;-4127515.0821;4433713.4444;2013-08-19;2022-09-24;2022-10-01;3296.0;
HEBE;DEEP-DRILLED BRACED;:  UNKNOWN;:;;;HEBE;40.5141;248.6273;1806.338;-1770122.7816;-4523159.7012;4122723.7431;1996-07-12;2007-06-18;2022-05-12;3527.0;
HELB;SHALLOW-DRILLED BRACED;:;:;;;HELB;36.6788;240.977;1105.339;-2485110.9599;-4479023.8386;3789529.7706;2013-12-03;2020-11-05;2022-05-12;2326.0;
HELL;DEEP-DRILLED BRACED;:;:;;;HELL;36.7236;243.0208;660.013;-2322285.1397;-4561834.0686;3793250.6058;2006-07-28;2010-01-21;2022-05-12;1259.0;
HELP;CONCRETE PILLAR;:;: BEDROCK;;;HELP;36.6802;240.9772;1120.421;-2485063.1418;-4478965.0186;3789655.2219;2020-11-13;2022-09-24;2022-10-01;676.0;
HENN;Steel Pin in Rock;:  UNKNOWN;:;;;HENN;39.5182;239.4663;2127.817;-2503935.195;-4245119.2227;4038215.5845;2007-08-01;2017-09-14;2022-05-12;396.0;
HER2;PILLAR;:  CONCRETE BLOCK, ROOF;:;;;HER2;29.0925;249.0328;187.158;-1996004.038;-5208674.6942;3082959.6613;2003-03-01;2018-05-30;2022-05-12;4639.0;
HERR;STEEL MAST;:  WALL;:;;;HERR;39.1814;354.95;478.885;4931778.5829;-435814.0028;4008253.6771;2010-04-01;2022-09-16;2022-09-26;4316.0;
HGIS;STEEL MAST;2.5;ROOF;: Bedrock;;HGIS;34.7281;273.4133;176.509;312445.6809;-5238504.4128;3613218.5658;2008-06-09;2017-04-10;2022-05-12;3152.0;
HIDD;Steel Pin in Rock;:  UNKNOWN;:;;;HIDD;38.841;241.4688;1535.487;-2376540.1036;-4371361.7246;3979543.7982;2006-04-14;2022-02-11;2022-05-12;742.0;
HIGH;Steel Pin in Rock;:  UNKNOWN;:;;;HIGH;36.2831;243.8472;886.02;-2269149.849;-4621122.494;3754084.85;2005-09-08;2019-10-09;2022-05-12;162.0;
HIKO;Steel Pin in Rock;:  UNKNOWN;:;;;HIKO;37.6968;244.8225;1266.897;-2150123.9071;-4573913.9624;3879645.8656;2010-10-18;2022-09-13;2022-09-26;335.0;
HILB;:;:                      :;;;;HILB;36.0528;280.8975;171.12;976016.8742;-5069590.6258;3733033.6761;2002-04-10;2012-10-16;2022-05-12;3255.0;
HIPT;STEEL MAST;:  ROOF;:;;;HIPT;35.9657;279.9864;266.728;896284.105;-5090143.3806;3725268.4483;1999-12-07;2022-09-24;2022-10-01;7491.0;
HIVI;Wyatt/Agnew drilled-braced;:;: BEDROCK;;;HIVI;34.7599;242.2005;930.85;-2446817.1208;-4640908.8889;3616548.2882;1999-09-02;2022-09-24;2022-10-01;8114.0;
HKLO;:;:                      :;;;;HKLO;35.6828;264.1366;191.161;-529863.6244;-5159629.7593;3699768.3762;1995-10-11;2012-11-08;2022-05-12;5302.0;
HLFX;concrete pillar;1.50;Anchored to exposed bedrock;0.00;Bedrock;HLFX;44.6835;296.3887;3.118;2018905.8041;-4069070.5123;4462415.4152;1996-06-03;2022-09-23;2022-10-01;7154.0;
HLID;SHALLOW FOUNDATION MAST;:  UNKNOWN;:;;;HLID;43.5626;245.586;1769.692;-1913866.5523;-4216347.74;4374222.1733;2000-05-24;2013-08-14;2022-05-12;4411.0;
HLSY;Building;:;:;;;HLSY;44.3776;236.8909;71.908;-2494266.0439;-3824865.688;4438224.4478;2007-05-16;2022-09-13;2022-09-26;3110.0;
HMLK;PILLAR;1.52;POURED CONCRETE CYLINDER;3.66               :;;HMLK;43.4114;275.7626;170.367;465969.5763;-4617332.2183;4360934.9641;2004-05-18;2022-09-24;2022-10-01;6331.0;
HMTG;SHALLOW FOUNDATION MAST;:;:;;;HMTG;33.7081;242.9985;577.027;-2411619.7402;-4732763.2218;3519878.3305;2015-01-09;2022-09-24;2022-10-01;2574.0;
HMWD;Steel Pin in Rock;:  UNKNOWN;:;;;HMWD;35.8838;242.5849;1208.364;-2382535.8393;-4593410.8952;3718464.3989;2005-08-04;2007-07-24;2022-05-12;75.0;
HNPS;Wyatt/Agnew drilled-braced;:;:;;;HNPS;33.705;244.3647;393.952;-2298112.6569;-4788949.6544;3519491.552;1999-05-11;2022-09-24;2022-10-01;8082.0;
HNPT;STEEL MAST;4.30;:                      :;;;HNPT;38.5888;283.8696;-27.976;1196626.3056;-4846358.499;3956723.1121;1995-12-19;2022-08-12;2022-08-20;8949.0;
HNTS;Steel Pin in Rock;:  UNKNOWN;:;;;HNTS;38.5031;243.1613;2082.405;-2257167.7214;-4460948.6633;3950592.4307;2006-09-27;2019-07-29;2022-05-12;324.0;
HOGS;WELLHEAD;:;: BEDROCK;;;HOGS;35.8667;239.5205;762.836;-2625065.252;-4460125.4692;3716663.9457;2001-07-11;2021-02-23;2022-05-12;7084.0;
HOL3;Wyatt/Agnew drilled-braced;:;: Bedrock;;;HOL3;34.4582;242.1549;1239.408;-2459516.7837;-4655996.2111;3589166.7295;2000-10-13;2022-09-24;2022-10-01;7374.0;
HOLC;shallow rod/braced antenna mount;:;: BEDROCK;;;HOLC;34.4582;242.1548;1238.23;-2459518.0141;-4655992.3012;3589168.8471;1994-08-13;2005-03-22;2022-05-12;3614.0;
HOLP;Wyatt/Agnew driven-braced;:;: unconsolidated fine-grained alluvium;;;HOLP;33.9245;241.8318;-6.72;-2500946.0927;-4670472.9411;3539500.5406;1995-04-20;2022-09-24;2022-10-01;9002.0;
HOME;Steel Pin in Rock;:  UNKNOWN;:;;;HOME;35.0478;245.0987;685.679;-2201260.2291;-4741925.356;3642603.7848;2007-03-23;2019-08-13;2022-05-12;235.0;
HONY;Steel Pin in Rock;:  UNKNOWN;:;;;HONY;40.08;240.0633;1307.315;-2439316.4255;-4235824.3745;4085628.726;2005-04-08;2022-08-25;2022-09-03;1052.0;
HOPB;MAST;:;: BEDROCK;;;HOPB;38.9952;236.9253;353.263;-2708981.9456;-4159579.3635;3992123.8255;1995-08-26;2022-03-25;2022-05-12;9278.0;
HORS;Steel Pin in Rock;:  UNKNOWN;:;;;HORS;40.5923;239.5048;1624.284;-2461927.7291;-4180320.319;4129201.7228;2006-05-05;2022-03-31;2022-05-12;336.0;
HOT1;:;Concrete Building Mount;:;;;HOT1;30.2692;262.2129;174.175;-747025.8563;-5462585.4015;3196266.0947;2009-05-21;2010-07-21;2022-05-12;331.0;
HOTK;BEDROCK-BOLTED MAST;:;:;;;HOTK;37.6586;241.1787;2143.181;-2438048.6901;-4430900.5686;3876822.8196;2001-09-20;2022-09-24;2022-10-01;7516.0;
HOTS;Steel Pin in Rock;:  UNKNOWN;:;;;HOTS;41.1544;242.5258;1897.295;-2219437.2086;-4268192.0602;4176594.8319;2011-06-29;2017-08-02;2022-05-12;467.0;
HOUM;STEEL Angle-iron on building;:;:;;;HOUM;29.5923;269.2764;-12.692;-70100.5385;-5550262.3636;3131144.9464;2003-11-22;2022-09-24;2022-10-01;5741.0;
HPEK;BUILDING WALL;:;:;;;HPEK;29.7549;264.2843;13.033;-551923.7335;-5514251.1912;3146819.7094;2014-05-24;2022-06-27;2022-07-17;1910.0;
HPIG;SHALLOW-DRILLED BRACED;:;:;;;HPIG;43.7133;246.8999;2640.73;-1812394.2718;-4249072.3677;4386944.9406;2005-09-01;2017-10-11;2022-05-12;3595.0;
HRIA;MAST;:  CEILING;:;;;HRIA;29.1452;346.5149;319.801;5421588.2388;-1300118.1059;3088125.1537;2010-04-06;2022-06-14;2022-09-03;4126.0;
HRN5;:;:                      :;;;;HRN5;40.878;281.819;587.317;989262.3341;-4727516.367;4152573.7457;2001-09-26;2016-08-04;2022-05-12;1793.0;
HRN6;:;:                      :;;;;HRN6;40.8778;281.8187;588.231;989245.5004;-4727532.658;4152560.7033;2001-09-26;2016-08-04;2022-05-12;4188.0;
HRPR;BLDING MOUNT 2 STEEL PIPE W/SCIGN MOUNT;:  Hollow Concrete Block, Harper School gy:                      :;;;;HRPR;43.8659;242.3921;760.903;-2134676.8491;-4081881.1137;4397886.3208;2017-05-01;2022-09-24;2022-10-01;1206.0;
HRSB;PERMANENT STATION UNSPECIFIED;:;:;;;HRSB;44.7549;248.7978;2106.776;-1641325.6699;-4231107.0221;4469530.8293;2016-07-24;2020-08-18;2022-05-12;563.0;
HRTM;Steel Pin in Rock;:  UNKNOWN;:;;;HRTM;42.247;240.4358;1735.335;-2333714.0968;-4114068.6023;4267119.3803;2015-02-25;2021-06-16;2022-05-12;209.0;
HRUF;PILLAR;1.52;POURED CONCRETE CYLINDER;3.66               :;;HRUF;42.2848;276.6596;163.655;548065.9791;-4694004.8131;4269172.2825;2003-06-05;2013-10-22;2022-05-12;3661.0;
HSIB;:;:                      :;;;;HSIB;37.5921;237.6306;-23.973;-2709085.043;-4273876.0141;3869657.421;2007-07-19;2012-09-29;2022-05-12;1762.0;
HSMN;BUILDING WALL;:;:;;;HSMN;29.8004;264.5304;3.741;-527993.6049;-5514071.1118;3151190.0419;2013-04-18;2022-09-24;2022-10-01;3440.0;
HTCC;:;:                      :;;;;HTCC;39.6322;282.3326;146.445;1050624.4473;-4805458.091;4046714.4389;2001-11-02;2010-02-24;2022-05-12;2380.0;
HTV5;:;:                      :;;;;HTV5;36.3577;273.9105;167.552;350722.1722;-5130729.8699;3760329.6953;1999-06-04;2016-08-04;2022-05-12;6097.0;
HTV6;:;:                      :;;;;HTV6;36.3576;273.9102;167.548;350700.5216;-5130737.9936;3760320.6842;1999-07-08;2016-08-04;2022-05-12;4656.0;
HUAL;Steel Pin in Rock;:  UNKNOWN;:;;;HUAL;35.7392;245.9811;945.663;-2109969.9321;-4734873.4068;3705291.1282;2007-03-21;2018-04-13;2022-05-12;342.0;
HUE1;Metallic structure with forced centering SEC;2.70;CONCRETE BLOCK;: BEACH SAND BEDROCK;;HUE1;37.132;353.1663;56.428;5055038.6827;-605791.8845;3829116.9967;2017-07-13;2022-09-17;2022-09-26;1693.0;
HUEL;Brass plate anchored on a concrete block;0.5;Concrete;: CONGLOMERATE;;HUEL;37.2;353.0797;81.822;5049612.9939;-612885.4091;3835144.0606;2003-04-14;2022-09-16;2022-09-26;6735.0;
HULV;PILLAR/STEEL MAST;0;ROOF;:;;HULV;37.2803;353.0865;116.18;5044358.0072;-611644.0017;3842260.325;2006-01-16;2019-08-26;2022-05-12;4844.0;
HUNG;Steel Pin in Rock;:  UNKNOWN;:;;;HUNG;39.6893;240.2463;1552.439;-2439682.4653;-4267910.7802;4052489.4738;2004-11-25;2022-08-13;2022-09-03;896.0;
HUNT;Wyatt/Agnew drilled-braced;:;: Bedrock;;;HUNT;35.8808;239.5976;449.338;-2618467.5642;-4462644.7831;3717747.7697;2001-08-09;2021-06-29;2022-05-12;7202.0;
HUOV;PILLAR/STEEL MAST;:  ROOF;:;;;HUOV;37.4016;358.0579;352.245;5070413.6594;-171934.6507;3853104.8556;2007-08-02;2019-08-26;2022-05-12;4271.0;
HURR;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;HURR;37.0639;246.4253;924.475;-2038303.6416;-4671107.0195;3823609.0019;2005-09-18;2011-11-30;2022-05-12;2253.0;
HUSB;BEDROCK-BOLTED MAST;:;: Bedrock site;;;HUSB;44.1195;238.1506;2038.398;-2420875.4302;-3896971.9206;4419054.5624;2001-06-16;2022-09-24;2022-10-01;6551.0;
HVHS;:;:                      :;;;;HVHS;29.8902;269.5946;-19.526;-39157.7025;-5534178.0236;3159815.2678;2004-01-30;2004-07-08;2022-05-12;113.0;
HVLK;STEEL MAST;:  bi-directional braced mast;:;;;HVLK;37.6515;260.8932;621.391;-800338.3423;-4992906.8278;3875267.3144;1996-05-30;2014-06-14;2022-05-12;5945.0;
HVWY;SHALLOW FOUNDATION MAST;:  UNKNOWN;:;;;HVWY;44.6136;249.464;2406.806;-1595965.4649;-4260449.718;4458573.6386;2004-09-11;2022-09-24;2022-10-01;6249.0;
HVYS;Wyatt/Agnew drilled-braced;:;: Bedrock;;;HVYS;34.4412;240.8125;373.951;-2568089.5583;-4597402.4969;3587128.7876;2000-07-27;2022-09-24;2022-10-01;8036.0;
HW50;Steel Pin in Rock;:  UNKNOWN;:;;;HW50;39.4251;243.2428;1886.113;-2221767.6755;-4406521.5015;4030084.8659;2007-10-18;2020-10-22;2022-05-12;364.0;
HW56;Steel Pin in Rock;:  UNKNOWN;:;;;HW56;37.6713;246.4865;1653.532;-2017213.4979;-4636286.1751;3877643.356;2010-10-19;2022-09-13;2022-09-26;312.0;
HW62;:;:                      :;;;;HW62;34.065;245.1553;220.777;-2222399.1105;-4799873.5725;3552541.4308;2008-03-14;2015-02-11;2022-05-12;2360.0;
HW89;Steel Pin in Rock;:  UNKNOWN;:;;;HW89;39.5563;239.6601;1688.82;-2488024.4773;-4250952.8691;4041197.3635;2007-05-02;2022-09-24;2022-10-01;1810.0;
HW95;Steel Pin in Rock;:  UNKNOWN;:;;;HW95;37.1934;243.0548;1227.728;-2305581.8085;-4535668.4522;3835255.564;2005-09-09;2020-10-15;2022-05-12;372.0;
HWFG;SHALLOW-DRILLED BRACED;:;:;;;HWFG;43.9275;246.9033;1716.28;-1805410.3973;-4233407.0765;4403480.2053;2008-11-25;2020-04-06;2022-05-12;3886.0;
HWKV;Steel Pin in Rock;:  UNKNOWN;:;;;HWKV;42.1182;240.8516;1987.665;-2308567.4977;-4139448.1418;4256688.686;2015-02-25;2021-06-03;2022-05-12;257.0;
HWUT;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;HWUT;41.6072;248.4349;1714.942;-1755958.6858;-4442946.7101;4214224.1815;2004-10-08;2022-09-24;2022-10-01;6366.0;
I40A;Wyatt/Agnew drilled-braced;:;: Sediments;;;I40A;34.7273;244.0886;765.296;-2293430.906;-4720733.6547;3613482.2879;2000-12-14;2022-09-24;2022-10-01;6829.0;
IAAL;ALUMINUM MAST;7.7;CONCRETE;1.6                :;;IAAL;42.7471;267.2127;291.114;-228128.6968;-4685735.4549;4307106.4495;2009-10-17;2022-09-24;2022-10-01;4418.0;
IAAM;ALUMINUM MAST;9.2;CONCRETE;1.4                :;;IAAM;42.0096;266.4403;265.535;-294705.5096;-4737324.9798;4246573.7626;2009-04-02;2022-09-24;2022-10-01;4573.0;
IAAS;ALUMINUM MAST;8.4;CONCRETE;1.5                :;;IAAS;43.3056;264.2209;429.636;-468124.7814;-4625416.2655;4352565.4444;2009-04-16;2022-09-24;2022-10-01;4696.0;
IAAT;ALUMINUM MAST;7.7;CONCRETE;1.7                :;;IAAT;41.4054;265.012;342.701;-416580.9119;-4773043.5798;4196526.7617;2009-05-02;2022-09-24;2022-10-01;4414.0;
IABF;Steel Mast;5.4;Concrete Pillar;4.0                :;;IABF;40.7393;267.5902;235.305;-203492.7609;-4835436.3485;4140680.2969;2015-10-30;2022-09-24;2022-10-01;2327.0;
IACB;ALUMINUM MAST;7.4;CONCRETE;1.2                :;;IACB;41.224;264.1468;276.904;-489959.6446;-4779393.4887;4181348.5062;2009-04-02;2022-09-24;2022-10-01;4426.0;
IACE;ALUMINUM MAST;7.1;CONCRETE;1.5                :;;IACE;40.702;267.1298;285.726;-242477.0589;-4836377.1055;4137579.701;2009-05-02;2016-12-05;2022-05-12;2298.0;
IACL;ALUMINUM MAST;7.5;CONCRETE;1.4                :;;IACL;42.731;266.2486;333.076;-307017.0101;-4682472.1458;4305825.2496;2009-05-02;2022-09-24;2022-10-01;4422.0;
IACN;ALUMINUM MAST;8.2;CONCRETE;1.5                :;;IACN;40.7428;264.9777;281.303;-423666.7618;-4820916.2752;4141005.8564;2014-01-01;2022-09-24;2022-10-01;3181.0;
IADA;ALUMINUM MAST;9.6;CONCRETE;1.4                :;;IADA;41.6101;269.3696;200.632;-52550.6324;-4775730.5859;4213452.6241;2009-05-02;2022-09-24;2022-10-01;4407.0;
IADE;ALUMINUM MAST;7.3;CONCRETE;1.5                :;;IADE;43.2711;268.1685;316.521;-148668.8489;-4649217.6226;4349694.0771;2009-04-16;2022-09-24;2022-10-01;4690.0;
IADN;ALUMINUM MAST;7.1;CONCRETE;1.5                :;;IADN;41.9974;264.6243;350.189;-444771.3436;-4726573.1083;4245622.3479;2009-04-02;2022-09-24;2022-10-01;4416.0;
IADO;ALUMINUM MAST;5.9;CONCRETE;1.5                :;;IADO;40.6469;268.434;187.601;-132439.4773;-4844553.9839;4132876.66;2009-05-02;2022-09-24;2022-10-01;4419.0;
IAEL;ALUMINUM MAST;7.4;CONCRETE;1.5                :;;IAEL;42.8779;268.6385;298.996;-111235.1072;-4680090.1415;4317775.9305;2009-05-02;2022-09-24;2022-10-01;4423.0;
IAGX;Single stainless steel rod monument;0.5;:;BEDROCK;;IAGX;29.0266;246.8281;152.431;-2196285.7134;-5131272.6687;3076549.539;2018-03-09;2020-03-18;2022-05-12;741.0;
IAHT;ALUMINUM MAST;7.4;CONCRETE;1.5                :;;IAHT;43.284;266.6315;344.5;-273261.4323;-4642594.4645;4350759.1705;2009-04-16;2022-09-24;2022-10-01;4724.0;
IALN;ALUMINUM MAST;7.3;CONCRETE;1.5                :;;IALN;40.729;266.2381;317.524;-317589.6941;-4830089.8104;4139873.4152;2014-01-01;2022-09-24;2022-10-01;3181.0;
IAMD;ALUMINUM MAST;7.2;CONCRETE;1.5                :;;IAMD;41.3713;266.2559;231.941;-313027.2951;-4783377.0225;4193612.9341;2010-03-01;2022-09-24;2022-10-01;4385.0;
IAMN;ALUMINUM MAST;7.6;CONCRETE;1.5                :;;IAMN;42.0303;268.4512;228.932;-128245.3235;-4743182.333;4248258.2834;2014-01-04;2022-09-24;2022-10-01;3178.0;
IAMQ;ALUMINUM MAST;7.5;CONCRETE;1.6                :;;IAMQ;42.0737;269.3549;187.596;-53381.7948;-4741358.1012;4251807.4128;2010-03-01;2022-09-24;2022-10-01;4391.0;
IANA;Steel mast;.58;Concrete building;2                  :;;IANA;43.4971;268.7093;172.323;-104386.8472;-4633064.9959;4367844.876;2007-01-14;2022-09-24;2022-10-01;5444.0;
IAOK;ALUMINUM MAST;7.6;CONCRETE;1.6                :;;IAOK;41.2932;267.3153;207.663;-224796.7785;-4794056.7622;4187077.3108;2010-03-01;2022-09-24;2022-10-01;4394.0;
IAPS;ALUMINUM MAST;7.5;CONCRETE;1.6                :;;IAPS;42.738;265.3207;352.445;-382763.308;-4676371.8574;4306412.4066;2010-03-01;2022-09-24;2022-10-01;4390.0;
IASW;ALUMINUM MAST;7.3;CONCRETE;1.5                :;;IASW;43.3834;265.7035;336.907;-347844.627;-4629998.6405;4358785.2814;2013-06-29;2022-09-24;2022-10-01;3362.0;
IASX;ALUMINUM MAST;7.3;CONCRETE;1.2                :;;IASX;42.55;263.6515;328.166;-520382.6068;-4677281.4501;4291033.7124;2010-03-01;2022-09-24;2022-10-01;4394.0;
IATA;ALUMINUM MAST;8.5;CONCRETE;1.5                :;;IATA;41.9671;267.4486;247.346;-211433.1201;-4744916.5773;4243055.4611;2009-05-02;2022-09-24;2022-10-01;4395.0;
IAVH;:;:                      :;;;;IAVH;33.9763;353.1332;99.254;5256828.1381;-633054.155;3544324.5117;1998-02-13;1998-12-28;2022-05-12;195.0;
IAWN;ALUMINUM MAST;7.5;CONCRETE;1.5                :;;IAWN;41.3095;268.3209;205.435;-140593.4357;-4796066.0731;4188437.5018;2010-03-01;2022-09-24;2022-10-01;4392.0;
IBEX;DEEP-DRILLED BRACED;:;:;;;IBEX;35.8484;243.6322;700.973;-2299022.8339;-4637887.0953;3714979.0317;2006-04-08;2010-06-03;2022-05-12;1476.0;
ICDV;PILLAR;:  CONCRETE BLOCK, ROOF;:;;;ICDV;23.7391;260.8431;314.836;-929673.6964;-5767479.0429;2551989.4849;2017-07-30;2021-05-10;2022-05-12;1154.0;
ICHI;PILLAR;(1.5;CONCRETE BLOCK, ROOF;:;;ICHI;28.6472;253.9339;1405.7;-1550588.2872;-5384088.114;3040321.2203;2016-06-01;2021-05-17;2022-05-12;1584.0;
ICIG;SHALLOW-DRILLED BRACED;:;:;;;ICIG;44.3303;247.0585;2502.46;-1782004.5991;-4210086.8625;4436170.6229;2007-12-23;2018-02-15;2022-05-13;3556.0;
