Site;Monument Description;Height of Monument (m);Monument Foundation;Foundation Depth (m);Geologic Characteristic;Sta;Lat(deg);Long(deg);Hgt(m);X(m);Y(m);Z(m);Dtbeg;Dtend;Dtmod;NumSol;StaOrigName
ICKY;Steel Pin in Rock;:  UNKNOWN;:;;;ICKY;38.8817;242.2627;1960.501;-2314577.2182;-4401653.7229;3983330.1323;2006-09-08;2022-07-27;2022-08-05;481.0;
ICOR;Steel Pin in Rock;:  UNKNOWN;:;;;ICOR;37.4663;242.7017;1555.396;-2325178.9005;-4505281.6143;3859545.0779;2005-05-13;2020-10-08;2022-05-12;434.0;
ICT1;Mast attached to building;10;Brick;:;;ICT1;37.5877;262.6911;363.392;-643822.1294;-5019639.8198;3869505.2933;2008-08-01;2022-09-24;2022-10-01;5113.0;
ICT2;Mast attached to building;10;Brick;:;;ICT2;37.7518;262.6319;381.961;-647586.5401;-5007948.252;3883932.4651;2008-08-01;2017-09-18;2022-05-13;3257.0;
ICT3;Steel pipe in concrete piller;1.5;Concrete;1.22               :;;ICT3;37.7526;262.7838;401.316;-634302.326;-5009609.2555;3884013.9084;2008-08-01;2022-09-24;2022-10-01;4967.0;
ICT4;Steel pipe in concrete piller;1.5;Concrete;1.22               :;;ICT4;37.619;262.3675;392.163;-671884.2263;-5013842.992;3872277.7473;2008-08-01;2022-09-24;2022-10-01;4961.0;
ICT5;Steel pipe in concrete piller;1.5;Concrete;1.22               :;;ICT5;37.7867;262.3742;411.172;-669786.3202;-5002658.4608;3887010.6685;2008-08-01;2022-09-24;2022-10-01;5076.0;
ID01;"Antenna mounted on 2"" pipe bolted to conc wa";12;CONCRETE;5                  :;;ID01;39.6032;272.2865;208.074;196335.6051;-4917150.7563;4044272.2622;2010-03-26;2022-09-24;2022-10-01;3704.0;
ID03;Antenna mounted on concrete pillar;3;CONCRETE;6                  :;;ID03;40.1286;272.2535;165.807;192028.9107;-4879866.9685;4089020.4124;2012-09-18;2021-01-05;2022-05-13;1778.0;
IDBB;DOUBLE TEE CONCRETE WALL;7.4;REINFORCED CONCRETE;1.8;RIVER ROCK,GRAVEL & SAND;IDBB;43.4816;247.9584;1427.75;-1739921.7531;-4297470.6116;4367463.7754;2006-01-12;2022-09-24;2022-10-01;5411.0;
IDBY;ALUMINUM PIPE MAST;2;ROOF;:;;IDBY;43.8204;248.2165;1493.19;-1710923.8182;-4281179.135;4394745.9168;2006-08-10;2022-09-24;2022-10-01;5664.0;
IDCH;CONCRETE PILLAR;2.7;CONCRETE;2.4;Gravel/Sand;IDCH;44.5151;245.7799;1545.22;-1869328.3255;-4155538.3744;4450170.9002;2015-12-18;2022-09-24;2022-10-01;2393.0;
IDDR;Concrete Pillar;2.1;Reinforced Concrete;3.0;GRAVEL/SAND;IDDR;43.7461;248.8897;1864.0;-1662651.6493;-4306563.9654;4389045.3912;2005-09-23;2022-09-24;2022-10-01;5857.0;
IDDU;CONCRETE PILLAR;2.7;REINFORCED CONCRETE;1.1;Gravel/Sand;IDDU;44.1742;247.7641;1558.95;-1734349.1015;-4242298.3569;4423080.552;2014-06-24;2022-09-22;2022-10-01;2938.0;
IDGO;PILLAR;:  CONCRETE BLOCK, ROOF;:;;;IDGO;24.0675;255.3929;1863.11;-1469909.7246;-5640213.5851;2585866.5342;2010-08-12;2021-05-24;2022-05-13;3242.0;
IDIF;STEEL MAST;2.70;CONCRETE BLOCK;12                 :;;IDIF;43.5186;247.948;1438.08;-1739643.1703;-4294541.9444;4370449.4675;2006-06-30;2022-09-24;2022-10-01;5739.0;
IDIR;Concrete Pillar;2.4;Reinforced Concrete;2.4;GRAVEL/SAND;IDIR;43.4095;248.7033;1614.31;-1685956.73;-4324991.2324;4361770.3925;2011-05-03;2022-09-24;2022-10-01;3700.0;
IDNL;Concrete Pillar;2.7;Reinforced Concrete;2.4;GRAVEL/SAND;IDNL;43.5482;246.9909;1508.45;-1810269.1126;-4262847.7851;4372880.9692;2014-12-13;2022-09-24;2022-10-01;2493.0;
IDNP;CONCRETE PILLAR;3.66;CONTRETE POST;3.05;CONGLOMERATE & GRAVEL WITH SAND;IDNP;45.9397;243.8787;996.619;-1956497.0275;-3989956.82;4561306.0665;2004-10-14;2022-09-24;2022-10-01;4976.0;
IDOG;SHALLOW FOUNDATION MAST;:;:;;;IDOG;33.7968;243.7785;434.972;-2344501.6743;-4760143.8243;3527980.2589;2010-05-04;2022-09-24;2022-10-01;4484.0;
IDPO;WALL MOUNTED ALUMINUM MAST;:  LAVA BEDROCK;: BEDROCK;;;IDPO;42.8656;247.5682;1379.4;-1787004.7256;-4328786.0787;4317505.3048;2004-07-21;2022-09-24;2022-10-01;5612.0;
IDQG;SHALLOW FOUNDATION MAST;:;:;;;IDQG;33.768;243.761;-1.331;-2346578.6817;-4760698.0872;3525080.2162;2010-06-04;2022-09-24;2022-10-01;4461.0;
IDSN;Concrete Pillar;2.4;Reinforced Concrete;1.8;GRAVEL/SAND;IDSN;45.1921;246.1031;1184.67;-1824256.5002;-4117263.6087;4503257.3367;2008-08-27;2022-09-24;2022-10-01;4894.0;
IDSS;CONCRETE PILLAR;2.36;"18"" CONCRETE PILLAR";3;COMPACTED SLAG;IDSS;42.6863;248.4161;1817.32;-1727847.6239;-4367635.2886;4303180.193;2004-11-26;2019-08-11;2022-05-13;2767.0;
IDTD;TRIBRACH ADAPTOR;:  ROOF;:;;;IDTD;43.6529;243.7166;788.659;-2047006.9631;-4144825.3155;4380816.4579;2001-05-14;2022-09-24;2022-10-01;5290.0;
IDTF;PILLAR - EARL CONIC;5.1;CONCRETE;4.0                :;;IDTF;42.5364;245.5524;1145.056;-1948359.7216;-4285669.5203;4290469.8536;2017-11-09;2022-09-24;2022-10-01;1752.0;
IEJA;METALLIC TOWER;1.5;ROOF;:;;IEJA;40.5257;359.594;1358.167;4855888.9296;-34413.6532;4123415.1967;2010-10-30;2019-12-31;2022-05-13;2581.0;
IFR1;BUILDING ROOF;:;:;;;IFR1;33.5139;354.8745;1708.816;5303349.9803;-475692.7681;3502566.2517;2009-11-08;2022-03-09;2022-05-13;4067.0;
IGEL;STEEL MAST;1;MAST SCREW ANCHORED TO BUILDING WALL;: LIMESTONE;;IGEL;43.3064;357.9589;314.63;4645951.5359;-165574.7794;4352550.1888;2005-05-17;2022-03-19;2022-05-13;5327.0;
IGNE;PILLAR;1.20;CONCRETE BLOCK;2                  :;;IGNE;40.4458;356.2905;766.914;4851137.4244;-314518.331;4116282.3408;1999-04-08;2022-09-17;2022-09-26;5107.0;
IGP0;STEEL MAST;:  ROOF;:;;;IGP0;38.726;350.8415;178.834;4919031.9002;-793054.8812;3968746.8427;2008-11-20;2022-06-01;2022-06-17;4864.0;
IHER;PILLAR;:  CONCRETE BLOCK, ROOF;:;;;IHER;29.0676;249.0387;176.572;-1995943.1883;-5210125.6327;3080540.775;2018-05-31;2021-05-25;2022-05-13;868.0;
IID2;Wyatt/Agnew drilled-braced;:;:;;;IID2;32.7062;244.9682;9.792;-2273075.3863;-4867570.1128;3426589.2962;1999-08-13;2022-09-24;2022-10-01;7977.0;
ILCB;STEEL MAST;1;ROOF;:;;ILCB;37.7095;270.7788;124.504;68673.2313;-5051844.5707;3880065.684;2005-08-18;2011-08-09;2022-05-13;1269.0;
ILSA;STEEL MAST;:  ROOF;:;;;ILSA;39.7786;270.3897;152.96;33385.7182;-4908474.0911;4059224.5867;2005-04-20;2022-09-24;2022-10-01;6180.0;
ILUC;STEEL MAST;35.759;ROOF;5.5                :;;ILUC;40.099;271.7797;232.71;151737.1445;-4883455.8012;4086549.976;2002-02-23;2022-09-24;2022-10-01;6224.0;
IMIE;PILLAR;:  CONCRETE BLOCK, ROOF;:;;;IMIE;31.8619;243.3837;-22.225;-2429195.1932;-4847537.6801;3347419.8165;2012-01-28;2022-09-24;2022-10-01;2967.0;
IMPS;Wyatt/Agnew drilled-braced;:;: BEDROCK;;;IMPS;34.1576;244.8549;563.227;-2245206.3015;-4783197.4033;3561238.8715;1999-05-11;2022-09-24;2022-10-01;7757.0;
IMTS;PILLAR;4.05;CONCRETE PILLAR;4.57               :;;IMTS;41.2632;289.9389;-11.182;1637345.7739;-4513546.5314;4184433.0778;2010-08-01;2022-09-24;2022-10-01;4354.0;MANT
INAB;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL TILL PLAIN;INAB;40.2983;274.7885;265.964;406671.0531;-4854553.1752;4103471.504;2010-12-30;2022-09-24;2022-10-01;4274.0;
INAS;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;ILLINOIAN GLACIAL PLAIN;INAS;39.3895;272.889;153.27;248784.853;-4929844.1353;4025928.2016;2010-10-29;2022-09-24;2022-10-01;4322.0;
INAX;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL TILL PLAIN;INAX;40.2783;274.3304;240.829;367947.329;-4859062.1717;4101761.73;2010-10-29;2022-09-24;2022-10-01;4333.0;
INBD;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;UNGLACIATED TERRAIN;INBD;38.8631;273.4777;161.141;301661.3877;-4963845.7678;3980595.0861;2010-10-29;2022-09-24;2022-10-01;4320.0;
INBR;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAl MORAINE;INBR;41.458;273.8074;224.017;317883.1781;-4776670.7569;4200824.7774;2010-11-26;2022-09-24;2022-10-01;4310.0;
INCB;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL OUTWASH;INCB;39.1974;274.0381;163.709;348549.5437;-4937348.1899;4009424.9087;2010-11-03;2021-10-26;2022-05-13;3990.0;
INCL;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;ILLINOIAN GLACIAL PLAIN;INCL;39.5364;273.1985;248.683;274834.3741;-4918150.9434;4038581.8598;2010-10-29;2022-09-24;2022-10-01;4335.0;
INCO;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL OUTWASH;INCO;39.1974;274.0381;163.686;348549.3801;-4937348.1712;4009424.9099;2021-12-20;2022-09-24;2022-10-01;278.0;
INCR;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL TILL PLAIN;INCR;40.0822;273.0951;205.718;263868.6749;-4879866.4963;4085103.0106;2010-07-24;2022-09-24;2022-10-01;4428.0;
INDA;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1;UNGLACIATED TERRAIN;INDA;38.1951;273.0261;126.132;264967.0597;-5012169.6572;3922562.0718;2010-08-06;2022-09-24;2022-10-01;4407.0;
INDE;Steel Pin in Rock;:  UNKNOWN;:;;;INDE;36.7976;241.7531;1390.017;-2420592.2124;-4505528.4337;3800263.3269;2005-06-30;2020-09-14;2022-05-13;496.0;
INDI;Steel Pin in Rock;:  UNKNOWN;:;;;INDI;38.6501;241.6961;1915.157;-2365606.4443;-4392698.9916;3963248.6236;2005-11-17;2021-07-06;2022-05-13;423.0;
INES;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;ILLINOIAN GLACIAL PLAIN;INES;38.1294;272.4495;111.476;214703.3559;-5019069.0959;3916823.8749;2010-10-30;2020-09-21;2022-05-13;3595.0;
INEV;STEEL MAST ON MASONRY WALL;8;MASSIVE BUILDING FOUNDATION;1;ILLINOIAN GLACIAL PLAIN;INEV;38.1295;272.4504;110.482;214785.4378;-5019059.9484;3916829.4376;2021-04-19;2022-09-24;2022-10-01;501.0;
INFC;CONCRETE MONUMENT;3;Pillar;4.88;LAKE SEDIMENT DEPOSITS;INFC;38.3468;274.2503;109.353;371216.8253;-4994951.2112;3935770.8309;2010-10-30;2022-09-24;2022-10-01;4294.0;
INFR;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL TILL PLAIN;INFR;40.2784;273.4673;235.815;294710.6769;-4864040.8152;4101768.8663;2010-11-25;2022-09-24;2022-10-01;4289.0;
INFW;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1;LIMESTONE;INFW;41.128;274.8225;229.272;404488.5866;-4794392.3734;4173292.9088;2010-08-03;2022-09-24;2022-10-01;4256.0;
INGG;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;WISCONSIN MORAINE;INGG;39.3598;274.4851;253.431;386170.1192;-4923162.577;4023445.2901;2010-11-18;2022-09-24;2022-10-01;4309.0;
INGY;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;LAKE SEDIMENTS;INGY;41.5952;272.7534;158.314;229480.2929;-4771569.601;4212189.5305;2010-11-27;2022-09-24;2022-10-01;4239.0;
INHC;STEEL MAST;3.15;BRICK WALL ON ROOF OF 3 STORY COUNTY BU:   2.13;CONGLOMERATE;;INHC;39.7569;273.4768;261.307;297776.0539;-4901180.3262;4057435.091;2008-05-09;2020-11-21;2022-05-13;4261.0;
INJS;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;UNGLACIATED TERRAIN;INJS;38.4084;273.0613;154.475;267263.4571;-4997375.3267;3941158.7106;2010-10-30;2022-09-24;2022-10-01;4228.0;
INKH;Steel Pin in Rock;:  UNKNOWN;:;;;INKH;38.7359;242.983;2119.724;-2263724.8577;-4439551.2356;3970816.2582;2006-09-27;2020-10-22;2022-05-13;512.0;
INLN;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;ILLINOIAN GLACIAL PLAIN;INLN;39.0297;272.8466;128.263;246393.3945;-4955227.4654;3994961.8919;2010-11-03;2022-09-24;2022-10-01;4326.0;
INLP;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1;GLACIAL MORAINE;INLP;41.5852;273.3075;216.258;275655.0863;-4769905.0513;4211399.2337;2010-08-30;2022-09-24;2022-10-01;4400.0;
INLW;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL MORAINE;INLW;41.2901;272.684;180.861;224752.3901;-4794260.4821;4186807.359;2010-11-27;2022-09-24;2022-10-01;4309.0;
INMD;CONCRETE MONUMENT;3;Pillar;4.88;ILLONIAN GLACIAL DRIFT;INMD;38.8342;274.5788;231.082;397162.8899;-4959192.0141;3978140.6315;2010-08-05;2022-09-24;2022-10-01;4349.0;
INMO;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;OUTWASH PLAIN SEDIMENT;INMO;40.7259;273.2472;166.095;274195.0581;-4832856.8477;4139514.4607;2010-11-26;2022-09-24;2022-10-01;4310.0;
INMT;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1;GLACIAL TILL PLAIN;INMT;39.7712;273.957;231.3;338768.8253;-4897475.9602;4058637.0286;2010-08-04;2022-09-24;2022-10-01;4413.0;
INNC;PILLAR;1.52;Poured Concrete Cylinder;3.66;CONGLOMERATE;INNC;41.3832;274.5769;262.945;382449.0588;-4777476.7551;4194622.6116;2011-06-02;2021-12-21;2022-05-13;3336.0;
INPA;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;UNGLACIATED TERRAIN;INPA;38.566;273.5081;200.167;305564.5368;-4984301.5833;3954888.488;2010-11-03;2022-09-24;2022-10-01;4268.0;
INPD;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL TILL PLAIN;INPD;39.9732;274.2303;234.22;361070.6421;-4881463.7123;4075856.1051;2010-12-30;2022-09-24;2022-10-01;4271.0;
INPL;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL TILL PLAIN;INPL;39.6919;273.6056;192.364;309079.871;-4905048.2416;4051840.9517;2010-12-30;2022-09-24;2022-10-01;4263.0;
INRI;STEEL MAST;18.3;BRICK;12.2;SILT/MUD;INRI;29.937;269.8811;-10.545;-11474.7836;-5531723.6379;3164319.3363;2012-06-23;2022-09-24;2022-10-01;3650.0;
INRN;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL MORAINE;INRN;40.9464;272.8604;176.389;240762.1809;-4818616.9224;4158043.7812;2010-11-27;2022-09-24;2022-10-01;4306.0;
INSB;CONCRETE MONUMENT;3;Pillar;4.88;GLACIAL TILL PLAIN;INSB;39.8672;275.0591;290.85;432313.1579;-4883297.6403;4066864.7974;2010-08-05;2022-09-24;2022-10-01;4369.0;
INSG;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;ILLINOIAN GLACIAL DRIFT;INSG;38.6842;274.2046;143.001;365525.43;-4972007.4538;3965101.8414;2010-11-18;2022-09-24;2022-10-01;4283.0;
INSI;BUILDING MOUNT;8;CONCRETE;.5;CLAY;INSI;39.8527;273.9927;237.174;341417.39;-4891487.6423;4065593.0226;2009-11-06;2022-03-01;2022-05-13;3807.0;
INSY;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;ILLINOIAN GLACIAL DRIFT;INSY;38.9601;274.1382;157.461;358376.2722;-4953289.6263;3988971.4299;2010-11-12;2022-09-24;2022-10-01;4316.0;
INTC;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;UNGLACIATED TERRAIN;INTC;38.06;273.3742;212.241;295961.4131;-5019772.8433;3910825.0215;2010-11-12;2022-09-24;2022-10-01;4322.0;
INTP;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL TILL PLAIN;INTP;40.2804;273.9445;235.594;335200.1065;-4861275.1916;4101937.0482;2010-12-30;2022-09-24;2022-10-01;4277.0;
INVI;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;OUTWASH PLAIN SEDIMENT;INVI;38.6274;272.4694;100.999;214969.4025;-4984700.0443;3960149.142;2010-11-13;2022-09-24;2022-10-01;4314.0;
INWB;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL TILL PLAIN;INWB;40.8247;274.1968;217.336;353724.7107;-4820541.6281;4147856.5713;2011-01-12;2022-09-24;2022-10-01;4253.0;
INWL;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL TILL PLAIN;INWL;40.4579;273.0738;186.953;260604.0702;-4853018.9416;4116926.5467;2010-11-25;2022-09-24;2022-10-01;4305.0;
INWN;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;GLACIAL STRATIFIED DRIFT;INWN;41.0794;273.3957;188.065;285196.1983;-4806489.0121;4169198.1537;2010-11-26;2022-09-24;2022-10-01;4299.0;
INWR;STEEL MAST ON MASONRY WALL;10;MASSIVE BUILDING FOUNDATION;1.0;OUTWASH PLAIN SEDIMENT;INWR;41.2703;274.1054;229.36;343708.1057;-4788699.5566;4185180.491;2011-05-10;2022-09-24;2022-10-01;4136.0;
IPAZ;PILLAR;:  CONCRETE BLOCK, ROOF;:;;;IPAZ;24.1453;249.6693;-14.82;-2023265.3495;-5460589.942;2592968.251;2012-01-23;2021-05-18;2022-05-13;3312.0;
IRAF;STEEL MAST;1.6;CONCRETE BLOCK;: CONGLOMERATE;;IRAF;43.0335;358.963;1463.221;4669718.0594;-84529.2316;4331222.3105;2020-09-17;2022-09-24;2022-10-01;714.0;
IRTY;inox triangular plate on steel mast on wall;:  SteeL mast on the concrete wall;:;;;IRTY;43.0338;358.9628;1459.967;4669693.8502;-84539.0391;4331243.278;2022-04-06;2022-09-24;2022-10-01;163.0;
ISGN;ROCK-PIN;:;:;;;ISGN;34.9321;355.4517;1633.517;5219590.8179;-415217.3237;3632633.5421;2014-09-17;2017-02-16;2022-05-13;800.0;
ISLK;Wyatt/Agnew drilled-braced;:;: BEDROCK;;;ISLK;35.6623;241.5257;823.37;-2473742.5126;-4560944.338;3698290.6345;1999-10-06;2022-09-24;2022-10-01;7783.0;
ISLP;PILLAR;:  CONCRETE BLOCK, ROOF;:;;;ISLP;22.1442;258.9845;1910.26;-1129681.7263;-5803323.5105;2389932.1276;2016-08-28;2021-05-12;2022-05-13;1482.0;
ISPS;PILLAR;4;CONCRETE BLOCK;: LIMESTONE/DOLOMITE BEDROCK;;ISPS;43.3543;357.4464;265.51;4640596.5466;-206963.8537;4356391.902;2016-01-22;2022-03-11;2022-05-13;1768.0;
IUCO;PILLAR;:  GROUND;:;;;IUCO;39.1741;273.4936;229.562;301714.97;-4942120.1897;4007461.2192;2000-05-07;2022-09-24;2022-10-01;7047.0;
IVAN;Steel Pin in Rock;:  UNKNOWN;:;;;IVAN;35.7271;244.5895;942.219;-2224672.2864;-4682936.2862;3704204.7534;2007-05-09;2018-09-25;2022-05-13;407.0;
IVCO;Wyatt/Agnew drilled-braced;:;:;;;IVCO;32.8294;244.4932;-53.425;-2310141.7907;-4841836.327;3438045.0005;2000-03-17;2007-06-26;2022-05-13;2400.0;
IXLC;Steel Pin in Rock;:  UNKNOWN;:;;;IXLC;39.6625;241.8134;1239.023;-2322832.2476;-4334496.7047;4050000.5047;2004-03-11;2021-08-10;2022-05-13;958.0;
IZAC;PILLAR;:  CONCRETE BLOCK, ROOF;:;;;IZAC;22.7781;257.3873;2427.67;-1285245.566;-5743866.0727;2455024.9482;2014-01-01;2021-05-14;2022-05-13;2209.0;
IZAN;PILLAR;1.20;CONCRETE BLOCK;1.0;VOLCANIC;IZAN;28.3081;343.5003;2417.45;5390243.4683;-1596630.0703;3007752.7716;2008-05-16;2022-09-17;2022-09-26;5177.0;
IZZN;Steel Pin in Rock;:  UNKNOWN;:;;;IZZN;40.866;243.1559;1561.848;-2181744.0465;-4310867.5084;4152204.9429;2011-06-29;2018-08-19;2022-05-13;254.0;
JACA;PILLAR;0.80;CONCRETE BLOCK;2                  :;;JACA;42.5673;359.2735;738.946;4704765.406;-59660.6844;4292726.8469;2011-02-24;2022-09-17;2022-09-26;3937.0;
JACK;Steel Pin in Rock;:  UNKNOWN;:;;;JACK;38.114;241.5937;1724.229;-2390966.1828;-4420839.6848;3916470.2508;2005-11-16;2022-06-28;2022-07-08;503.0;
JAKE;Steel Pin in Rock;:  UNKNOWN;:;;;JAKE;41.152;242.9366;1464.158;-2188704.6321;-4283858.061;4176114.6828;2011-06-29;2018-09-11;2022-05-13;244.0;
JAMI;Steel Pin in Rock;:  UNKNOWN;:;;;JAMI;39.7351;239.2772;1672.994;-2509899.7918;-4223322.5998;4056483.1162;2007-09-12;2017-09-27;2022-05-13;386.0;
JAS1;SCIGN short-braced;:  STEEL RODS;3                  :;;;JAS1;32.8279;243.0119;97.534;-2434631.6483;-4780690.9692;3437990.725;2018-01-19;2022-09-16;2022-09-26;1638.0;
JBD2;:;:                      :;;;;JBD2;32.6606;262.7163;177.014;-681454.5107;-5331655.7348;3422428.7996;2009-05-21;2009-08-26;2022-05-13;90.0;
JCT1;SHALLOW-DRILLED BRACED;:  UNKNOWN;:;;;JCT1;30.4794;260.1989;571.815;-936591.7344;-5421681.3863;3216577.3701;2005-10-25;2014-04-12;2022-05-13;2939.0;
JEAN;Steel Pin in Rock;:  UNKNOWN;:;;;JEAN;35.851;244.8221;920.24;-2202214.9515;-4684635.563;3715345.6243;2007-05-10;2019-12-16;2022-05-13;1940.0;
JERE;STEEL MAST;2;ROOF;:;;JERE;38.32;353.2206;501.975;4975837.4979;-591520.9825;3933687.995;2010-04-01;2022-09-17;2022-09-26;4329.0;
JERS;Steel Pin in Rock;:  UNKNOWN;:;;;JERS;40.278;242.5623;1500.789;-2245843.781;-4325694.5997;4102551.053;2004-02-19;2018-09-11;2022-05-13;764.0;
JFWS;SHALLOW-DRILLED BRACED;:;:;;;JFWS;42.9143;269.7519;293.649;-20259.7823;-4678614.4682;4320731.6261;2006-09-27;2022-06-17;2022-06-28;5436.0;
JGS2;STEEL MAST - 3 INCH;4.1;BRICK;0.5                :;;JGS2;30.0454;265.1095;0.3;-471082.4874;-5505622.9965;3174729.1827;2012-06-17;2022-09-24;2022-10-01;3476.0;
JIME;STEEL MAST;53.432;ROOF;4                  :;;JIME;45.5231;237.0095;53.046;-2437364.1343;-3754570.2903;4528307.6532;2002-05-02;2022-09-24;2022-10-01;6979.0;
JLN5;pillar;:;:;;;JLN5;35.8732;239.1671;141.016;-2652052.172;-4443055.6788;3716880.4834;2014-01-14;2022-09-24;2022-10-01;2902.0;
JMML;:;:                      :;;;;JMML;38.4712;358.6728;553.094;4999148.8842;-115816.9875;3946873.0355;2018-11-04;2021-12-11;2022-05-13;1099.0;JUMI
JNHG;SHALLOW FOUNDATION MAST;:;:;;;JNHG;34.4491;242.0446;1276.149;-2468758.2111;-4651783.0463;3588355.782;2014-04-04;2022-09-24;2022-10-01;3043.0;
JNPR;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;JNPR;37.7717;240.9153;2309.14;-2454726.9944;-4413040.1398;3886862.9778;1997-10-30;2007-06-26;2022-05-13;3417.0;
JOHN;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;JOHN;36.4588;243.901;871.711;-2259718.7969;-4612855.4509;3769777.7587;1999-04-05;2011-04-13;2022-05-13;4323.0;
JONE;Steel Pin in Rock;:  UNKNOWN;:;;;JONE;37.1522;245.7982;1124.992;-2086945.1896;-4643267.0766;3831551.9839;2010-07-24;2020-03-08;2022-05-13;2182.0;
JONZ;INOX TRIANGULAR PLATE ON TOP OF AN INOX MAST;:  CONCRETE WALL;:;;;JONZ;45.4414;359.5534;92.146;4482697.819;-34939.3454;4521968.3743;2015-12-09;2022-09-24;2022-10-01;2438.0;
JPLM;BRASS PLATE;0.0;CONCRETE BLOCK;:;;JPLM;34.2048;241.8268;424.001;-2493304.4903;-4655215.226;3565497.4965;1994-01-01;2022-09-24;2022-10-01;10181.0;
JPLV;:;:                      :;;;;JPLV;34.2016;241.8257;372.68;-2493466.878;-4655309.1629;3565171.5638;2007-09-26;2022-09-24;2022-10-01;3336.0;
JRDN;:;:                      :;;;;JRDN;44.6877;266.4908;269.497;-278028.8616;-4533739.4683;4462930.1974;2017-04-14;2022-09-24;2022-10-01;1514.0;
JRSC;SHALLOW-DRILLED BRACED;:;:;;;JRSC;37.4062;237.7726;144.261;-2705252.0852;-4291315.2233;3853391.5796;2011-12-01;2022-09-24;2022-10-01;3891.0;
JTNT;STEEL MAST;:  bi-directional braced mast in ground;:;;;JTNT;33.0172;259.0229;682.82;-1019496.4032;-5256047.0239;3455930.3895;1997-05-22;2009-12-22;2022-05-13;4264.0;
JUMA;:;:                      :;;;;JUMA;38.5021;358.6744;610.177;4997065.7779;-115636.9472;3949589.3753;2015-02-10;2022-09-17;2022-09-26;2078.0;
JUMB;Steel Pin in Rock;:  UNKNOWN;:;;;JUMB;37.3483;244.3971;1472.949;-2194281.6423;-4579220.9348;3849085.7681;2022-05-24;2022-09-13;2022-09-26;113.0;
JUNG;Steel Pin in Rock;:  UNKNOWN;:;;;JUNG;40.9078;241.5884;1309.729;-2297314.1863;-4246730.3376;4155551.9274;2011-06-30;2021-09-28;2022-05-13;528.0;
JUNI;Steel Pin in Rock;:  UNKNOWN;:;;;JUNI;40.323;240.9317;1410.092;-2366418.9046;-4257149.9178;4106305.256;2004-10-14;2021-04-21;2022-05-13;881.0;
JXVL;STEEL MAST;:  In ground;:;;;JXVL;30.484;278.2985;-19.209;793993.4097;-5443614.4256;3216719.9575;2002-05-21;2015-10-19;2022-05-13;4281.0;
